"id_1","id_2","cmp_fname_c1","cmp_fname_c2","cmp_lname_c1","cmp_lname_c2","cmp_sex","cmp_bd","cmp_bm","cmp_by","cmp_plz","is_match"
12412,40085,1,?,1,?,1,1,1,1,1,TRUE
32153,70347,1,?,1,?,1,1,1,1,0,TRUE
19868,40707,1,?,1,?,1,1,1,1,1,TRUE
23107,60797,1,?,1,?,1,1,1,1,1,TRUE
26391,42564,1,?,1,?,1,1,1,1,1,TRUE
20854,20855,1,?,1,?,1,1,1,1,1,TRUE
33722,46074,1,?,1,?,1,1,1,1,1,TRUE
75523,94687,1,?,1,?,1,1,1,1,1,TRUE
43944,48596,1,?,1,?,1,1,1,1,1,TRUE
2644,30213,1,?,1,?,1,1,1,1,1,TRUE
67983,67985,1,?,1,?,1,1,1,1,1,TRUE
47222,49269,1,?,1,?,1,1,1,1,1,TRUE
21786,48156,1,?,1,?,1,1,1,1,1,TRUE
20385,22076,1,?,1,?,1,1,1,1,1,TRUE
60404,62256,1,?,1,?,1,1,1,1,1,TRUE
53159,54401,1,?,1,?,1,1,1,1,1,TRUE
37317,80774,1,?,1,?,1,1,1,1,1,TRUE
46682,82491,0.888888888888889,?,1,?,1,1,1,1,1,TRUE
30581,66655,1,?,1,?,1,1,1,1,0,TRUE
15918,28652,1,?,1,?,1,1,1,1,1,TRUE
237,256,1,?,1,?,1,1,1,1,1,TRUE
34135,36610,1,?,1,?,1,1,1,1,1,TRUE
58317,63687,1,?,1,?,1,1,1,1,0,TRUE
66149,69400,1,1,1,?,1,1,1,1,1,TRUE
31532,44889,1,?,1,?,1,1,1,1,1,TRUE
93770,94477,1,?,1,?,1,1,1,1,1,TRUE
45164,91906,1,?,1,1,1,1,1,1,1,TRUE
68961,68962,1,1,1,?,1,1,1,1,1,TRUE
34823,39268,1,?,1,?,1,1,1,1,1,TRUE
24873,43411,1,?,1,?,1,1,1,1,1,TRUE
66023,69314,1,?,1,?,1,1,1,1,1,TRUE
16177,21741,1,?,1,?,1,1,1,1,1,TRUE
56288,56602,1,?,1,?,1,1,1,1,1,TRUE
62457,62458,1,?,1,?,1,1,1,1,1,TRUE
68669,68670,1,?,1,?,1,1,1,1,1,TRUE
38831,64391,1,?,1,?,1,1,1,1,1,TRUE
30176,71082,1,?,1,?,1,1,1,1,1,TRUE
2697,4019,1,?,1,?,1,1,1,1,1,TRUE
60038,63882,1,1,1,?,1,1,1,1,0,TRUE
81363,81364,1,?,1,?,1,1,1,1,1,TRUE
17148,44050,1,?,1,?,1,1,1,1,1,TRUE
22263,23867,1,1,1,?,1,1,1,1,1,TRUE
27585,40001,1,?,1,?,1,1,1,1,1,TRUE
21683,50569,1,?,1,?,1,1,1,1,1,TRUE
41172,44833,1,?,1,?,1,1,1,1,1,TRUE
28236,42795,1,?,1,?,1,1,1,1,1,TRUE
86823,86836,1,?,1,?,1,1,1,1,1,TRUE
9263,85266,1,?,1,?,1,1,1,1,1,TRUE
26443,28855,1,?,1,?,1,1,1,1,1,TRUE
25521,55757,1,?,1,?,1,1,1,1,0,TRUE
16839,22717,1,?,1,?,1,1,1,1,1,TRUE
84723,91792,1,?,1,?,1,1,1,1,1,TRUE
71007,71069,1,?,1,?,1,1,1,1,1,TRUE
40266,44549,1,1,1,?,1,1,1,1,1,TRUE
3193,81931,1,?,1,?,1,1,1,1,1,TRUE
2700,5260,1,?,1,?,1,1,1,1,1,TRUE
64307,64309,1,?,1,?,1,1,1,1,1,TRUE
19236,24810,1,?,1,?,1,1,1,1,1,TRUE
2060,3624,1,?,1,?,1,1,1,1,1,TRUE
79996,79997,1,?,1,?,1,1,1,1,1,TRUE
55946,60389,1,?,1,?,1,1,1,1,1,TRUE
6583,72861,1,?,1,?,1,1,1,1,0,TRUE
31206,44047,1,?,1,?,1,1,1,1,1,TRUE
36137,49533,1,?,1,?,1,1,1,1,1,TRUE
16052,25846,1,?,1,?,1,1,1,1,1,TRUE
21186,25184,1,?,1,?,1,1,1,1,1,TRUE
27317,66599,1,?,1,?,1,1,1,1,1,TRUE
27377,67753,1,?,1,?,1,1,1,1,1,TRUE
37622,64398,1,?,1,?,1,1,1,1,1,TRUE
16971,25515,1,?,1,?,1,1,1,1,1,TRUE
39586,74662,1,?,1,?,1,1,1,1,1,TRUE
51860,57906,1,?,1,?,0,1,1,1,1,TRUE
26503,30240,1,1,1,?,1,1,1,1,1,TRUE
23005,29201,1,?,1,?,1,1,1,1,1,TRUE
23604,85030,1,1,1,?,1,1,1,1,1,TRUE
46584,64979,1,?,1,?,1,1,1,1,1,TRUE
84821,84829,1,?,1,?,1,1,1,1,1,TRUE
72659,84440,1,?,1,?,1,1,1,1,1,TRUE
26909,27982,1,?,1,?,1,1,1,1,1,TRUE
56612,56618,1,?,1,?,1,1,1,1,1,TRUE
78074,86885,1,?,1,?,1,1,1,1,1,TRUE
4402,67212,1,?,1,?,1,1,1,1,1,TRUE
36509,38124,1,?,1,?,1,1,1,1,1,TRUE
2157,3618,1,?,1,?,1,1,1,1,1,TRUE
23461,34211,1,1,1,?,1,1,1,1,1,TRUE
34424,46607,1,?,1,?,1,1,1,1,1,TRUE
34416,36823,1,?,1,?,1,1,1,1,1,TRUE
5801,6182,1,?,1,?,1,1,1,1,1,TRUE
22885,25791,1,?,1,?,1,1,1,1,1,TRUE
18311,19457,1,?,1,1,1,1,1,1,1,TRUE
19936,60242,1,?,1,?,1,1,1,1,1,TRUE
11750,14574,1,?,1,?,1,1,1,1,1,TRUE
18184,51081,1,?,1,?,1,1,1,1,1,TRUE
20655,27332,1,?,1,?,1,1,1,1,1,TRUE
1821,8226,1,?,1,?,1,1,1,1,1,TRUE
10262,10446,1,?,1,?,1,1,1,1,1,TRUE
20157,35863,1,?,1,?,1,1,1,1,1,TRUE
70970,72768,1,?,1,?,1,1,1,1,1,TRUE
30941,66066,1,?,1,?,1,1,1,1,0,TRUE
29612,45517,1,?,1,?,1,1,1,1,1,TRUE
58489,62491,1,?,1,?,1,1,1,1,1,TRUE
840,843,1,?,1,?,1,1,1,1,1,TRUE
19174,21841,1,?,1,?,1,1,1,1,1,TRUE
56258,56622,1,?,1,?,1,1,1,1,1,TRUE
3172,8345,1,?,1,?,1,1,1,1,1,TRUE
39702,46895,1,?,1,?,1,1,1,1,1,TRUE
18316,19031,1,?,0.875,?,1,1,1,1,1,TRUE
23582,41127,1,?,1,?,1,1,1,1,1,TRUE
29664,35558,1,?,1,?,1,1,1,1,1,TRUE
81214,90267,1,?,1,?,1,1,1,1,1,TRUE
26669,41100,1,?,1,?,1,1,1,1,1,TRUE
1056,1239,1,?,1,?,1,0,1,1,1,TRUE
1933,58629,1,?,1,?,1,1,1,1,1,TRUE
35381,42350,1,?,1,?,1,1,1,1,1,TRUE
55873,81632,1,?,1,?,1,1,1,1,0,TRUE
16378,20757,1,?,1,?,1,1,1,1,1,TRUE
17529,44066,1,1,1,?,1,1,1,1,1,TRUE
43571,49210,1,?,1,?,1,1,1,1,1,TRUE
31562,61946,1,1,1,?,1,1,1,1,1,TRUE
20699,37692,1,?,1,?,1,1,1,1,1,TRUE
40074,79122,1,?,1,?,1,1,1,1,1,TRUE
30024,71656,1,?,1,?,1,1,1,1,1,TRUE
73551,73601,1,?,1,?,1,1,1,1,1,TRUE
17540,19310,1,?,1,?,1,1,1,1,1,TRUE
96482,96492,1,?,1,?,1,1,1,1,1,TRUE
49062,94168,1,1,1,?,1,1,1,1,1,TRUE
11501,89332,1,?,1,?,1,1,1,1,1,TRUE
45305,96797,1,?,1,?,1,1,1,1,1,TRUE
36171,40894,1,?,1,?,1,1,1,1,1,TRUE
41301,44100,1,?,1,?,1,1,1,1,1,TRUE
30532,37427,1,?,1,?,1,1,1,1,1,TRUE
16015,73086,1,?,1,?,1,1,1,1,1,TRUE
78232,78233,1,?,1,?,1,1,1,1,1,TRUE
37389,38794,1,?,1,?,1,1,1,1,1,TRUE
28412,42341,1,?,1,?,1,1,1,1,1,TRUE
69206,70444,1,?,1,?,1,1,1,1,1,TRUE
30362,77427,1,?,1,?,1,1,1,1,1,TRUE
44741,46452,1,?,1,?,1,1,1,1,1,TRUE
21013,94896,1,1,1,?,1,1,1,1,1,TRUE
40857,87229,1,?,1,?,1,1,1,1,1,TRUE
5244,7846,1,?,1,?,1,1,1,1,1,TRUE
41783,64241,1,?,1,?,1,1,1,1,1,TRUE
71633,71634,1,?,1,?,1,1,1,1,1,TRUE
33571,34721,1,?,1,?,1,1,1,1,1,TRUE
12769,14083,1,?,1,?,1,1,1,1,1,TRUE
11286,94858,1,?,1,?,1,1,1,1,1,TRUE
35706,36376,1,?,1,?,1,1,1,1,1,TRUE
21875,41145,1,?,1,?,1,1,1,1,1,TRUE
2440,20397,1,?,1,?,1,1,1,1,1,TRUE
712,718,1,?,1,?,1,1,1,1,1,TRUE
19799,84004,0.833333333333333,?,0.888888888888889,?,1,1,1,1,1,TRUE
62005,62006,1,?,1,?,1,1,1,1,1,TRUE
12576,12577,1,?,1,?,1,1,1,1,1,TRUE
5607,79036,1,?,1,?,1,1,1,1,1,TRUE
23026,31989,1,?,1,?,1,1,1,1,1,TRUE
71076,73512,1,?,1,?,1,1,1,1,1,TRUE
62630,64206,1,?,1,?,1,1,1,1,1,TRUE
38422,79052,1,?,1,?,1,1,1,1,1,TRUE
51864,57920,1,?,1,?,0,1,1,1,1,TRUE
16983,28235,1,?,1,?,1,1,1,1,1,TRUE
52332,62020,1,?,1,?,1,1,1,1,1,TRUE
58132,58133,1,?,1,?,1,1,1,1,1,TRUE
67491,67539,1,?,1,?,1,1,1,1,1,TRUE
67,11613,1,?,1,?,1,1,1,1,1,TRUE
21057,29394,1,1,1,?,1,1,1,1,1,TRUE
906,90011,1,?,1,?,1,1,1,1,1,TRUE
8972,84365,1,?,1,?,1,1,1,1,1,TRUE
31559,56895,1,?,1,?,1,1,1,1,1,TRUE
13389,93725,1,?,1,?,1,1,1,1,1,TRUE
3649,13838,1,?,1,?,1,1,1,1,1,TRUE
41816,43823,1,1,1,?,1,1,1,1,1,TRUE
72996,96440,1,?,1,?,1,1,1,1,1,TRUE
35408,37910,1,?,1,?,1,1,1,1,1,TRUE
32186,49529,1,?,1,?,1,1,1,1,1,TRUE
2188,2189,1,?,1,?,1,1,1,1,1,TRUE
21697,22879,1,?,1,?,1,1,1,1,1,TRUE
11141,20712,1,?,1,?,1,1,1,1,0,TRUE
56731,62057,1,?,1,?,1,1,1,1,1,TRUE
24761,27346,1,?,1,?,1,1,1,1,1,TRUE
29779,33524,1,?,1,?,1,1,1,1,1,TRUE
21615,24084,1,?,1,?,1,1,1,1,1,TRUE
64006,69236,1,?,1,?,1,1,1,1,1,TRUE
65587,67392,1,?,1,?,1,1,1,1,1,TRUE
34301,42989,1,?,1,?,1,1,1,1,1,TRUE
16408,51707,1,1,1,?,1,1,1,1,1,TRUE
18054,38303,1,?,1,?,1,1,1,1,1,TRUE
39110,47684,1,?,1,?,1,1,1,1,1,TRUE
25499,44077,1,?,1,?,1,1,1,1,1,TRUE
38614,50347,1,?,1,?,1,1,1,1,1,TRUE
34937,80975,1,?,1,?,1,1,1,1,1,TRUE
89644,96716,1,?,1,?,1,1,1,1,1,TRUE
14403,14406,1,?,1,?,1,1,1,1,1,TRUE
36688,42397,1,?,1,?,1,1,1,1,1,TRUE
46393,46394,1,?,1,?,1,1,1,1,1,TRUE
597,736,0.875,?,1,?,1,1,1,1,1,TRUE
27298,27300,1,?,1,?,1,1,1,1,1,TRUE
30429,36465,1,?,1,?,1,1,1,1,1,TRUE
2300,7507,1,?,1,?,1,1,1,1,1,TRUE
22029,74275,1,?,1,?,1,1,1,1,1,TRUE
2491,2497,1,?,1,?,1,1,1,1,1,TRUE
32889,46587,1,?,1,?,1,1,1,1,1,TRUE
33965,81272,1,?,1,?,1,1,1,1,1,TRUE
17382,48008,1,?,1,?,1,1,1,1,1,TRUE
27308,35747,1,?,1,?,1,1,1,1,1,TRUE
38554,52212,1,?,1,?,1,1,1,1,0,TRUE
23407,25092,1,?,1,?,1,1,1,1,1,TRUE
34694,43312,1,?,1,?,1,1,1,1,1,TRUE
14462,14463,1,?,1,?,1,1,1,1,1,TRUE
42238,73473,1,?,1,?,1,1,1,1,1,TRUE
32580,33893,1,?,1,?,1,1,1,1,1,TRUE
24742,34190,1,?,1,?,1,1,1,1,1,TRUE
68921,68922,1,?,1,?,1,1,1,1,1,TRUE
22459,27503,1,?,1,?,1,1,1,1,1,TRUE
6682,9562,1,?,1,?,1,1,1,1,1,TRUE
9853,10417,1,?,1,?,1,1,1,1,1,TRUE
520,2183,1,?,1,?,1,1,1,1,1,TRUE
22830,44092,1,?,1,1,1,1,1,1,1,TRUE
28557,67757,1,?,1,?,1,1,1,1,1,TRUE
53693,75212,1,?,1,?,1,1,1,1,1,TRUE
87951,87956,1,?,1,?,1,1,1,1,1,TRUE
32683,35309,1,?,1,1,1,1,1,1,1,TRUE
25009,62264,1,?,1,?,1,1,1,1,1,TRUE
5221,63226,1,?,1,?,1,1,1,1,1,TRUE
16120,40697,1,?,1,?,1,1,1,1,1,TRUE
5801,13979,0.818181818181818,?,1,?,1,1,1,1,1,TRUE
13152,76252,1,1,1,?,1,1,1,1,1,TRUE
22627,38924,1,?,1,?,1,1,1,1,1,TRUE
61237,81192,1,?,1,?,1,1,1,1,1,TRUE
20709,30407,1,1,1,?,1,1,1,1,1,TRUE
65253,65254,1,?,1,?,1,1,1,1,1,TRUE
16396,39034,1,?,1,1,1,1,1,1,1,TRUE
37933,79325,1,?,1,?,1,1,1,1,1,TRUE
12551,12552,1,?,1,?,1,1,1,1,1,TRUE
12716,95361,1,?,1,?,1,1,1,1,1,TRUE
55594,55595,1,?,1,?,1,1,1,1,1,TRUE
31835,44563,1,?,1,1,1,1,1,1,1,TRUE
22135,40711,1,?,1,?,1,1,1,1,1,TRUE
41311,46124,1,?,1,?,1,1,1,1,1,TRUE
20936,73334,1,?,1,?,1,1,1,1,1,TRUE
32861,72636,1,1,1,?,1,1,1,1,1,TRUE
22779,26349,1,?,1,?,1,1,1,1,1,TRUE
56257,56617,1,?,1,?,1,1,1,1,1,TRUE
48789,57761,1,?,1,?,1,1,1,1,0,TRUE
70716,71181,1,?,1,?,1,1,1,1,1,TRUE
67970,67973,1,?,1,?,1,1,1,1,1,TRUE
41336,82862,1,?,1,?,1,1,1,1,1,TRUE
5172,5173,1,?,1,?,1,1,1,1,1,TRUE
20073,21045,1,?,1,?,1,1,1,1,1,TRUE
19259,29557,1,?,1,?,1,1,1,1,1,TRUE
44450,53998,1,?,1,?,1,1,1,1,1,TRUE
38149,41760,1,?,1,?,1,1,1,1,1,TRUE
6705,9038,1,?,1,?,1,1,1,1,1,TRUE
3318,8473,1,?,1,?,1,1,1,1,1,TRUE
5586,11867,1,?,1,?,1,1,1,1,1,TRUE
57816,69404,1,?,1,?,1,1,1,1,0,TRUE
30321,44211,1,?,1,?,1,1,1,1,1,TRUE
35461,38801,1,?,1,?,1,1,1,1,1,TRUE
33839,38160,1,?,1,?,1,1,1,1,1,TRUE
33083,36898,1,?,1,?,1,1,1,1,1,TRUE
15672,29731,1,?,1,?,1,1,1,1,1,TRUE
21422,24380,1,?,1,?,1,1,1,1,1,TRUE
28642,30796,1,?,1,?,1,1,1,1,1,TRUE
13902,93858,1,?,1,?,1,1,1,1,1,TRUE
40349,78932,1,?,1,?,1,1,1,1,1,TRUE
26782,39607,1,?,1,?,1,1,1,1,1,TRUE
15307,48799,1,1,1,?,1,1,1,1,1,TRUE
18961,24782,1,?,1,?,1,1,1,1,1,TRUE
71953,72160,1,?,1,?,1,1,1,1,1,TRUE
39744,52245,1,?,1,?,1,1,1,1,1,TRUE
25566,27319,1,?,1,?,1,1,1,1,1,TRUE
82035,82036,1,?,1,?,1,1,1,1,1,TRUE
16753,29385,1,?,1,?,1,1,1,1,1,TRUE
26261,54032,1,?,1,?,1,1,1,1,1,TRUE
39851,46237,1,?,1,?,1,1,1,1,1,TRUE
35667,36588,1,?,1,?,1,1,1,1,1,TRUE
39349,49315,1,?,1,?,1,1,1,1,1,TRUE
2836,12619,1,?,1,?,1,1,1,1,1,TRUE
63887,66122,1,?,1,?,1,1,1,1,0,TRUE
16655,17876,1,?,1,?,1,1,1,1,1,TRUE
30036,34413,1,?,1,?,1,1,1,1,1,TRUE
39607,43423,1,?,1,?,1,1,1,1,1,TRUE
17750,20905,1,?,1,?,1,1,1,1,1,TRUE
25038,47763,1,?,1,?,1,1,1,1,1,TRUE
83122,97035,1,?,1,?,0,1,1,1,1,TRUE
17566,22965,1,?,1,?,1,1,1,1,1,TRUE
42184,80784,1,?,1,?,1,1,1,1,1,TRUE
23902,32364,1,?,1,?,1,1,1,1,1,TRUE
51447,53880,1,?,1,?,1,1,1,1,0,TRUE
33985,74742,1,?,1,?,1,1,1,1,1,TRUE
15810,17961,1,?,1,?,1,1,1,1,1,TRUE
38212,84085,1,?,1,?,1,1,1,1,1,TRUE
27296,44771,1,?,1,?,1,1,1,1,1,TRUE
5329,73727,1,1,1,?,1,1,1,1,1,TRUE
9866,13721,1,?,1,?,1,1,1,1,1,TRUE
1419,1423,1,?,1,?,1,1,1,1,1,TRUE
5613,72410,1,?,1,?,1,1,1,1,1,TRUE
90713,90716,1,?,1,?,1,1,1,1,1,TRUE
4833,7092,1,?,0.75,?,1,1,1,1,1,TRUE
25071,49749,1,?,1,?,1,1,1,1,1,TRUE
19048,22155,1,?,1,?,1,1,1,1,1,TRUE
4045,4046,1,?,1,?,1,1,1,1,1,TRUE
29355,43812,1,?,1,?,1,1,1,1,1,TRUE
7726,38074,1,?,1,?,1,1,1,1,1,TRUE
48288,93852,1,?,1,?,1,1,1,1,1,TRUE
51003,51004,1,?,1,?,1,1,1,1,1,TRUE
32707,63697,1,?,1,?,1,1,1,1,0,TRUE
55737,60046,1,?,1,?,1,1,1,1,0,TRUE
30621,32254,1,?,1,?,1,1,1,1,1,TRUE
7525,74588,1,?,1,?,1,1,1,1,1,TRUE
48490,49367,1,?,1,?,1,1,1,1,1,TRUE
42247,90528,1,?,1,?,1,1,1,1,1,TRUE
45037,46462,1,?,1,?,1,1,1,1,1,TRUE
35305,69564,0.8,?,1,?,1,1,1,1,1,TRUE
26209,41153,1,?,1,?,1,1,1,1,1,TRUE
19437,74432,0.888888888888889,?,1,?,1,1,1,1,1,TRUE
279,10025,1,?,1,?,1,1,1,1,1,TRUE
52135,52423,1,?,1,?,1,1,1,1,1,TRUE
906,63808,1,?,1,?,1,1,1,1,1,TRUE
30476,90260,1,?,1,?,1,1,1,1,1,TRUE
20853,46027,1,1,1,?,1,1,1,1,1,TRUE
68640,68641,1,?,1,?,1,1,1,1,1,TRUE
16306,36465,1,?,1,?,1,1,1,1,1,TRUE
93075,93076,1,?,1,?,1,1,1,1,1,TRUE
24827,38525,1,?,1,?,1,1,1,1,1,TRUE
52615,52849,1,?,1,1,1,1,1,1,1,TRUE
27980,27981,1,?,1,?,1,1,1,1,1,TRUE
93357,93371,1,?,1,?,1,1,1,1,1,TRUE
45028,46454,1,?,1,?,1,1,1,1,1,TRUE
28876,31351,1,?,1,?,1,1,1,1,1,TRUE
16823,42831,1,?,1,?,1,1,1,1,1,TRUE
16781,16782,1,?,1,?,1,1,1,1,1,TRUE
25588,27186,1,?,1,?,1,1,1,1,1,TRUE
7713,84996,1,?,1,?,1,1,1,1,1,TRUE
4602,69545,1,?,1,1,1,1,1,1,1,TRUE
62940,62942,1,?,1,?,1,1,1,1,1,TRUE
28017,59968,1,?,1,?,1,1,1,1,0,TRUE
15539,29108,1,1,1,?,1,1,1,1,1,TRUE
9253,85230,1,1,1,?,1,1,1,1,1,TRUE
53723,60260,1,?,1,?,1,1,1,1,1,TRUE
40663,49858,1,?,1,?,1,1,1,1,1,TRUE
22860,27741,1,?,1,?,1,1,1,1,1,TRUE
25543,28078,1,?,1,?,1,1,1,1,1,TRUE
39988,47445,1,?,1,?,1,1,1,1,1,TRUE
38640,75380,1,?,1,?,1,1,1,1,1,TRUE
29951,42361,1,?,1,?,1,1,1,1,1,TRUE
75379,76069,1,?,1,?,1,1,1,1,1,TRUE
16888,26747,1,?,1,?,1,1,1,1,1,TRUE
14125,61169,1,?,1,?,1,1,1,1,1,TRUE
18958,28411,1,?,1,?,1,1,1,1,1,TRUE
53390,96528,1,?,1,?,1,1,1,1,1,TRUE
32380,36273,1,?,1,?,1,1,1,1,1,TRUE
5571,29071,1,?,1,?,1,1,1,1,1,TRUE
44149,45928,1,?,1,?,1,1,1,1,1,TRUE
39627,48592,1,1,1,?,1,1,1,1,1,TRUE
26905,38215,1,?,1,?,1,1,1,1,1,TRUE
47606,77691,1,?,1,?,1,1,1,1,1,TRUE
36354,43795,1,?,1,?,1,1,1,1,1,TRUE
29104,39197,1,?,1,?,1,1,1,1,1,TRUE
25077,27014,1,?,1,?,1,1,1,1,1,TRUE
6075,75650,1,?,1,?,1,1,1,1,1,TRUE
8242,75945,1,?,1,?,1,1,1,1,1,TRUE
17167,22089,1,?,1,?,1,1,1,1,1,TRUE
33865,51110,1,?,1,?,1,1,1,1,1,TRUE
24200,44765,1,?,1,?,1,1,1,1,1,TRUE
30406,32710,1,?,1,?,1,1,1,1,1,TRUE
3081,5522,1,?,1,?,1,1,1,1,1,TRUE
20203,47015,1,?,1,?,1,1,1,1,1,TRUE
40343,45900,1,?,1,?,1,1,1,1,1,TRUE
83394,83395,1,?,1,?,1,1,1,1,1,TRUE
26543,47197,1,?,1,?,1,1,1,1,1,TRUE
23983,37910,1,?,1,?,1,1,1,1,1,TRUE
39684,77682,1,?,1,?,1,1,1,1,1,TRUE
16478,25294,1,?,1,?,1,1,1,1,1,TRUE
32764,69294,1,?,1,?,1,1,1,1,0,TRUE
21071,23879,1,?,1,?,1,1,1,1,1,TRUE
34949,59324,1,?,1,?,1,1,1,1,1,TRUE
25333,34983,1,?,1,?,1,1,1,1,1,TRUE
56709,57000,1,?,1,?,1,1,1,1,1,TRUE
24005,56806,1,?,1,?,1,1,1,1,1,TRUE
60126,63453,1,?,1,?,1,1,1,1,0,TRUE
6355,69383,1,1,1,?,1,1,1,1,1,TRUE
16132,16995,1,?,1,?,1,1,1,1,1,TRUE
17903,28885,1,1,1,?,1,1,1,1,1,TRUE
15687,42949,1,?,1,?,1,1,1,1,1,TRUE
55788,56359,1,?,1,?,1,1,1,1,1,TRUE
276,281,1,?,1,?,1,1,1,1,1,TRUE
41365,86005,1,?,1,?,1,1,1,1,1,TRUE
57036,69423,1,?,1,?,1,1,1,1,0,TRUE
27186,60839,1,?,1,?,1,1,1,1,1,TRUE
57409,78063,1,?,1,?,1,1,1,1,1,TRUE
27494,66624,1,?,1,?,1,1,1,1,0,TRUE
38452,64733,1,?,1,?,1,1,1,1,1,TRUE
71061,73496,1,?,1,?,1,1,1,1,1,TRUE
39702,49580,1,?,1,?,1,1,1,1,1,TRUE
26519,56384,1,?,1,?,1,1,1,1,1,TRUE
71307,71316,1,?,1,?,1,1,1,1,1,TRUE
62869,67675,1,?,1,?,1,1,1,1,1,TRUE
20839,61071,1,?,1,?,1,1,1,1,1,TRUE
12744,12745,1,?,1,?,1,1,1,1,1,TRUE
28607,31292,1,?,1,?,1,1,1,1,1,TRUE
16378,39613,1,?,1,?,1,1,1,1,1,TRUE
18624,53196,1,?,1,1,1,1,1,1,1,TRUE
26695,36574,1,?,1,?,1,1,1,1,1,TRUE
15119,50151,1,?,1,?,1,1,1,1,1,TRUE
17873,25821,1,?,1,?,1,1,1,1,1,TRUE
26865,35413,1,?,1,?,1,1,1,1,1,TRUE
33075,45561,1,?,1,?,1,1,1,1,1,TRUE
24810,60661,1,?,1,?,1,1,1,1,1,TRUE
68896,68897,1,?,1,?,1,1,1,1,1,TRUE
34083,83716,1,?,1,?,1,1,1,1,1,TRUE
6585,9842,1,?,1,?,1,1,1,1,1,TRUE
34401,37837,1,?,1,?,1,1,1,1,1,TRUE
31801,39248,1,?,1,?,1,1,1,1,1,TRUE
19102,33215,1,?,1,?,1,1,1,1,1,TRUE
7993,86164,1,?,1,?,1,1,1,1,1,TRUE
25422,39604,1,?,1,?,1,1,1,1,1,TRUE
27889,34329,1,?,1,?,1,1,1,1,1,TRUE
32871,43930,1,1,1,?,1,1,1,1,1,TRUE
19717,27127,1,?,1,?,1,1,1,1,1,TRUE
9464,9465,1,?,1,?,1,1,1,1,1,TRUE
24358,45536,1,?,1,?,1,1,1,1,1,TRUE
42660,84992,1,?,1,?,1,1,1,1,1,TRUE
46182,58223,1,?,1,?,1,1,1,1,1,TRUE
28307,29605,1,?,1,?,1,1,1,1,1,TRUE
60036,69279,1,?,1,?,1,1,1,1,1,TRUE
22931,60354,1,?,1,?,1,1,1,1,1,TRUE
4308,10887,1,?,1,?,1,1,1,1,1,TRUE
18534,26384,1,?,1,?,1,1,1,1,1,TRUE
32763,42711,1,?,1,?,1,1,1,1,1,TRUE
36727,40362,1,?,1,?,1,1,1,1,1,TRUE
23277,28961,1,?,1,?,1,1,1,1,1,TRUE
59463,86741,1,?,1,?,1,1,1,1,1,TRUE
17725,19301,1,1,1,?,1,1,1,1,1,TRUE
24518,27267,1,?,1,?,1,1,1,1,1,TRUE
53183,57326,1,?,1,?,1,1,1,1,1,TRUE
3327,74373,1,?,1,?,1,1,1,1,1,TRUE
23512,32518,1,?,1,?,1,1,1,1,1,TRUE
76288,90354,1,?,1,?,1,1,1,1,1,TRUE
9736,93062,1,?,1,?,1,1,1,1,1,TRUE
41067,46056,1,?,1,?,1,1,1,1,1,TRUE
97974,97992,1,?,1,?,1,1,1,1,1,TRUE
75295,77345,1,?,1,?,1,1,1,1,1,TRUE
65985,69281,1,?,1,?,1,1,1,1,1,TRUE
6484,96587,1,?,1,?,1,1,1,0,1,TRUE
15048,50086,1,?,1,?,0,1,1,1,1,TRUE
33871,60724,1,?,1,?,1,1,1,1,1,TRUE
21747,24586,1,?,1,?,1,1,1,1,1,TRUE
81819,81820,1,?,1,1,1,1,1,1,1,TRUE
61905,63343,1,?,1,?,1,1,1,1,1,TRUE
14661,86559,1,?,0.9,?,1,1,1,1,1,TRUE
21040,29201,1,?,1,?,1,1,1,1,1,TRUE
32855,43844,1,?,1,?,1,1,1,1,1,TRUE
31654,49634,1,?,1,?,1,1,1,1,1,TRUE
32657,43718,1,?,1,?,1,1,1,1,1,TRUE
16454,40007,1,?,1,?,1,1,1,1,1,TRUE
64014,69303,1,?,1,?,1,1,1,1,0,TRUE
34540,41327,1,?,1,?,1,1,1,1,1,TRUE
43572,46828,1,?,1,?,1,1,1,1,1,TRUE
12215,77454,1,?,1,?,1,1,1,1,1,TRUE
43686,49498,1,?,1,?,1,1,1,1,1,TRUE
31244,75312,1,?,1,?,1,1,1,1,1,TRUE
9238,89768,1,?,1,?,1,1,1,1,1,TRUE
93769,94477,1,?,1,?,1,1,1,1,1,TRUE
39349,43817,1,?,1,?,1,1,1,1,1,TRUE
52437,52462,1,?,1,?,1,1,1,1,0,TRUE
20791,70361,1,?,1,?,1,1,1,1,1,TRUE
12694,12695,1,?,1,?,1,1,1,1,1,TRUE
34159,38166,1,?,1,?,1,1,1,1,1,TRUE
47494,98855,1,?,1,?,1,1,1,1,1,TRUE
29469,34085,1,?,1,?,1,1,1,1,1,TRUE
21308,57753,1,?,1,?,1,1,1,1,1,TRUE
97878,98540,1,?,1,?,1,1,1,1,1,TRUE
11252,85246,1,?,1,?,1,1,1,1,1,TRUE
37391,49849,1,?,1,?,1,1,1,1,1,TRUE
81280,81309,1,?,1,?,1,1,1,1,1,TRUE
58997,58998,1,?,1,?,1,1,1,1,1,TRUE
8629,9948,1,?,1,?,1,1,1,1,1,TRUE
72757,72758,1,?,1,?,1,1,1,1,1,TRUE
